class_name,subject,topic,question,answer,correct
IX,Science,Sound,<p>A disc of siren has 32 holes. What must be the speed of rotation per minute of the siren disc so that the note emitted by the siren may be in unison (same frequency) with that of a tuning fork whic,|420|480|440|450,480
IX,Science,Sound,<p>In which of the following mediums the velocity of sound will be maximum</p>,|Water|Steel|Wood|Air,Steel
IX,Science,Sound,<p>A thunder clap is heared&nbsp; 5.5 second after the lightening flash. The distance of the flash is</p>,|1780 m|1815 m|300 m|3560 m,1815 m
IX,Science,Sound,<p>A source produces 50 crests&nbsp; and 50 troughs in 0.5 seconds. What is the frequency of the wave?</p>,|100 Hz|150 Hz|50 Hz|125 Hz,100 Hz
IX,Science,Sound,<p>A wave in a rope travels at 12 m/s, and the wavelength&nbsp; of the wave is measured at 1.2 m. Find frequency of wave.</p>,|100Hz|10 Hz |101 Hz|11 Hz,10 Hz 
IX,Science,Sound,<p>Ultrasonic pulses emitted by SONAR at free surface of water in a sea are sent towards the bottom. These&nbsp; pulses are reflected from the bottom and are detected after 10 seconds .What is the dep,|765.5 m |787 m|756.5 m|234m,765.5 m 
IX,Science,Sound,<p>The speeds of sound, in air and in sea water, are given to be 340 m/s and 1440 m/s respectively. A ship sends a strong sound signal straight down and detects its eco water 1.5s. The depth of the se,|216 km|1.08 km| 0.51 km|0.255 km,1.08 km
IX,Science,Sound,<p>When we hear a sound, we can identify its source from</p>,| amplitude of sound|intensity of sound|wavelength of sound|overtones present in the sound,overtones present in the sound
IX,Science,Sound,<p>Voice of which of the following creatures is likely to have maximum frequency?</p>,|Man|Cow|Bird|Dog,Bird
IX,Science,Sound,<p>How fast will a wave travel in air at a temperature of 15 degree C</p>,|220 m/s|340 m/s|100 m/s|150 m/s,340 m/s
IX,Science,Sound,<p>Ultrasonic waves have frequency</p>,|Below 20 Hz|Between 20 and 20, 000Hz|Only above 20,000 Hz|Only above 20, 000 MHz,Only above 20,000 Hz
IX,Science,Sound,<p>The unit to measure intensity of sound is</p>,|Decibel|Joule|Candulla|None of these,Decibel
IX,Science,Sound,<p>Echo is a type of</p>,|Reflected sound|Refracted sound|Polarized sound|None of these,Reflected sound
IX,Science,Sound,<p>Sitar is a</p>,|Wind instrument|Stringed instrument|Percussion instrument|Reed instrument,Stringed instrument
