class_name,subject,topic,question,answer,correct
X,Maths,Some Applications of Trignometry,<p>If Sin 2A = 2Sin A, the A =</p>,|30 degree|0 degree|45 degree|60 degree,0 degree
X,Maths,Some Applications of Trignometry,<p>If 2 Sin 2&theta; = &radic;3, then &theta;&nbsp; =</p>,|60 degree|0 degree|30 degree|45 degree,30 degree
X,Maths,Some Applications of Trignometry,<p>(sec2 &theta; -1)(1-cosec<sup>2</sup> &theta;) =</p>,|1|0|-1|2,-1
X,Maths,Some Applications of Trignometry,<p>The value of tan 30<sup>0</sup>/cot 60<sup>0 </sup>=</p>,|1|1/2|1/3|2/3,1
X,Maths,Some Applications of Trignometry,<p>The value of sin 60<sup>0</sup>Cos 30<sup>0</sup>+sin 30<sup>0</sup>Cos 60<sup>0</sup> is</p>,|1|0|-1|2,1
X,Maths,Some Applications of Trignometry,<p>The value of (tan 45<sup>0</sup>/cosec 30<sup>0</sup>)+ (sec 60<sup>0</sup>/Cot 45<sup>0</sup>)- (5 sin 90<sup>0</sup>/2 Cos 0<sup>0</sup>) is</p>,|10|1|0|2,0
X,Maths,Some Applications of Trignometry,<p>(1-tan 45<sup>0</sup>)/(1+tan 45<sup>0</sup>) is</p>,|0|1|1/2|2/3,0
X,Maths,Some Applications of Trignometry,<p>In a triangle PQR, PR+QR=25, PQ=5, then the value of Sin P and tan P is</p>,|5|4|1|3,5
X,Maths,Some Applications of Trignometry,<p>If Sin&theta; - Cos &theta; =0, then &theta; is (in degree)</p>,|30|60|45|90,45
X,Maths,Some Applications of Trignometry,<p>The value of 2 tan<sup>2</sup> 45<sup>0</sup>+ Cos<sup>2</sup> 30<sup>0</sup>- Sin<sup>2</sup> 60<sup>0</sup> is</p>,|2|-2|1|0,2
